Order,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2 (self-reported),Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area (ft²),Self-Reported Gross Floor Area (ft²),Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Propane Use (kBtu),District Steam Use (kBtu),District Hot Water Use (kBtu),District Chilled Water Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Annual Maximum Demand (kW),Annual Maximum Demand (MM/YYYY),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Use Intensity (All Water Sources) (gal/ft²),Water Required?,Generation Date,DOF Benchmarking Submission Status
17510,4496675,Pelican: 1780 Grand Concourse (Parent),4496675,Pelican: 1780 Grand Concourse (Parent),2027950014;2027950007,2-02795-0014; 2-02795-0007,2094520; 2094521;2007406,"1780 GRAND CONCOURSE,BRONX10457",,10457,Not found,Not found,Bronx, Not found ,307122,Office,Office,Office,307122,,,,,1917,3,100,Whole Building,,,81.8,81.8,36.2,37,7.2,0.1,,,,,,,,,,3401966.6,38231.9,7700691.4,2256943.3,2209153.9,,,832.9,180.7,652.2,,,Not found,10/31/2018,Not found
17905,2815519,Grand Realty Assoc Inc. & Steel Seven LLC,2815519,Grand Realty Assoc Inc. & Steel Seven LLC,4026110141;4026110241,4026110141;4026110241,4437478;4825206,52-02 - 52-08 Grand Avenue,,11378,Not found,Not found,Queens, Not found ,255000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,255000,,,,,1980,2,100,Whole Building,Whole Building,,59.1,61.2,24.6,25.9,5.7,0.1,,,,,,,,,,1424900.1,16619.2,4843750.5,1419621.9,1451238.7,,,485.9,75.7,410.2,,,Not found,11/7/2018,Not found
17942,6422315,45 OCEAN LLC,6422315,45 OCEAN LLC,3050240023;3050240026;3050240019,3050240023;3050240026;3050240019, 3114556;3114557;311455;3823407;3114556 ,45 OCEAN AVENUE,,11225,Not found,Not found,Brooklyn, Not found ,86550,Multifamily Housing,Multifamily Housing,Multifamily Housing,86550,,,,,1931,3,100,Whole Building,Whole Building,21,138.5,147.7,109.4,118.1,4,1,,,,,,,,,,8295580.9,90537.9,1169675.2,342812.2,343404,,,539.7,440.6,99.1,934.5,10.8,Not found,11/7/2018,Not found
18274,2815580,Mar-Los I LP and Mar-Los II LP,2815580,Mar-Los I LP and Mar-Los II LP,4003120309;4003120315,4003120309;4003120315,4003736;4003737,38-42 - 39-14 Review Avenue,,11101,Not found,Not found,Queens, Not found ,128000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,128000,,,,,1975,2,100,Whole Building,Whole Building,,42.1,45.4,26.2,29.1,2.5,0.2,,,,,,,,,,2279760.1,26371.1,1067716.5,312929.8,318969.3,,,211.5,121.1,90.4,75440,589.38,Not found,11/13/2018,Not found
18619,6619957,82-94 Rockaway Parkway,6619957,82-94 Rockaway Parkway,3046150006;3046150011,3046150006;3046150011, 3100105;3100106     ,82-95 Rockaway Parkway,,11212,Not found,Not found,Brooklyn, Not found ,73100,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,70657,Retail Store,2443,,,1924,2,100,Whole Building,Whole Building,,112.3,116,82.4,85.9,4.3,0.7,,,,,,,,,,4941699.8,51981.2,1078447.8,316074.9,316074.9,,,353.8,262.5,91.3,719.8,9.85,Not found,11/19/2018,Not found
18635,6619957,82-94 Rockaway Parkway,6619957,82-94 Rockaway Parkway,3046150006;3046150011,3046150006;3046150011, 3100105;3100106     ,82-95 Rockaway Parkway,,11212,Not found,Not found,Brooklyn, Not found ,73100,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,70657,Retail Store,2443,,,1924,2,100,Whole Building,Whole Building,,112.3,116,82.4,85.9,4.3,0.7,,,,,,,,,,4941699.8,51981.2,1078447.8,316074.9,316074.9,,,353.8,262.5,91.3,719.8,9.85,Not found,11/19/2018,Not found
19340,6629284,Hampton Inn Brooklyn/Downtown,,,3001330013;3001330015,3-00133-0013 and 3-00133-0015,,125 Flatbush Avenue Extension,,11201,Not found,Not found,Brooklyn, Not found ,129256,Hotel,Hotel,Hotel,129256,,,,,2014,1,100,Whole Building,Whole Building,95,100.5,103.2,50.8,52.8,8,0.3,,,,,,,,,,3075384.8,32855.5,3487876.1,1022237.9,1035429.3,,,458.7,163.3,295.4,2595.5,20.08,Not found,11/30/2018,Not found
19923,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not found,12/5/2018,Not found
20481,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,10.9,11.5,7.1,7.7,0.6,0.1,,,,,,,,,,4578797.4,51060.2,1780019.9,521693.9,521693.9,,,394,243.2,150.7,,,Not found,12/10/2018,Not found
20577,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,10.9,11.5,7.1,7.7,0.6,0.1,,,,,,,,,,4578797.4,51060.2,1780019.9,521693.9,521693.9,,,394,243.2,150.7,6101,6.78,Not found,12/10/2018,Not found
20620,4410005,Feil - 200 East 161th Street,,,2024430090;2024430091,2-02443-0090;2-02443-0091,2002456;2118422,200 East 161th Street,,10451,Not found,Not found,Bronx, Not found ,201536,Retail Store,Retail Store,Retail Store,201536,,,,,1990,1,100,Whole Building,,6,254.5,267.2,113.5,118,24,0.4,,,,,,,,,,7291236.4,72912.4,15584117.7,4567443.1,4834638.5,,,1707.1,387.3,1319.8,1269.4,6.3,Not found,12/10/2018,Not found
20647,4991661,Chase Metrotech Campus (3&4),4991661,Chase Metrotech Campus (3&4),3020580017;3020590001,3-02058-017;3-02059-001,3058223;3319505,4 Metrotech Center,,11245,Not found,Not found,Brooklyn, Not found ,1964041,Financial Office,"Financial Office, Parking",Financial Office,1964041,Parking,212018,,,1990,2,65,Another configuration,Another configuration,,170.5,176.2,60.9,62.9,18.4,,,,,,,,,,,,,119596606.4,35051756.1,36223651.9,,,10128.6,0,10128.6,27027.9,13.76,Not found,12/10/2018,Not found
20665,2664521,Abro - 280 Broadway,,,1001531001;1001530001,1-00153-1001;1-00153-0001,1079215,280 Broadway,,10007,Not found,Not found,Manhattan, Not found ,148868,Office,"Office, Parking, Retail Store",Office,109844,Retail Store,39024,Parking,4757,1846,1,100,Whole Building,,9,314.4,318.2,123.9,127,30.4,,,,,,,,3027124.3,,,,,15416458.3,4518304.9,4518304.9,,,1506.6,0,1506.6,,,Not found,12/10/2018,Not found
20697,6637046,1059 MANHATTAN GARDENS LLC,,,3025047503;3025040039,3025047503;3025040039,3423608;3063921,1059 MANHATTAN AVENUE,,11222,Not found,Not found,Brooklyn, Not found ,25050,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,22353,Retail Store,2697,,,2017,1,100,Whole Building,,,42.6,43.1,15.2,15.4,4.5,,,,,,,,,,,,,380897.1,111634.5,113131.9,,,32.3,0,32.3,,,Not found,12/10/2018,Not found
21213,6543476,WH - 140-30/140-40 Beech Avenue,6543476,WH - 140-30/140-40 Beech Avenue,4051860024;4051860019,4051860024; 4051860019,4117153; 4117152  ,WH - 140-40 Beech Avenue,,11355,Not found,Not found,Queens, Not found ,50278,Multifamily Housing,Multifamily Housing,Multifamily Housing,50278,,,,,1931,2,100,Whole Building,Whole Building,5,154.6,164.9,126.5,136.1,3.7,1.2,,,,,,,,,,5732657.1,62075.6,626833.9,183714.5,185457.4,,,357.6,304.5,53.1,4804.2,95.55,Not found,12/12/2018,Not found
21245,6300118,Nostrand Gardens Co-op,,,3074460001;3074230011,3074460001; 3074230011,3204766; 3203615,2530 Haring St,,11235,Not found,Not found,Brooklyn, Not found ,361822,Multifamily Housing,Multifamily Housing,Multifamily Housing,361822,,,,,1953,2,95,Whole Building,,81,93.4,96.1,61.2,64,4.8,0.5,,,,,,,,,,16089249.7,171606,6037538.3,1769501,1754038.1,,,1365.9,854.6,511.3,,,Not found,12/12/2018,Not found
21285,5846549,West Farms Square,5846549,West Farms Square,2031300020;2031310020;2031360001,2-03130-0020;2-03131-0020;2-03136-0001,2101907;2013248;2112834;2101193;2092385;2092386;,1 West Farms Square Plaza,,10460,Not found,Not found,Bronx, Not found ,532888,Multifamily Housing,Multifamily Housing,Multifamily Housing,532888,,,,,1972,6,100,Whole Building,Whole Building,19,161.4,167.2,124,129.7,5.2,1.1,,,,,,,,,,56541991,596298.8,9517314.6,2789365,2775067.8,,,3809.2,3003.2,806,,,Not found,12/13/2018,Not found
21316,4991661,Chase Metrotech Campus (3&4),4991661,Chase Metrotech Campus (3&4),3020580017;3020590001,3-02058-0017;3-02059-0001,3058223;3319505,4 Metrotech Center,,11245,Not found,Not found,Brooklyn, Not found ,1964041,Financial Office,"Financial Office, Parking",Financial Office,1964041,Parking,212018,,,1990,2,65,Whole Building,Another configuration,,242.5,248.2,87.7,89.7,25.8,0,,641743.1,,,,,,,,2646947.6,26469.5,168883750.3,49496990,50670961.2,,,14491,188.2,14302.7,27027.9,13.76,Not found,12/13/2018,Not found
21511,4495788,"Mall 1-Bay Plaza, LLC",4495788,"Mall 1-Bay Plaza, LLC",2051410006;2051410009;2051410015,"2-05141-0006, 2-05141-0009,2-05141-0015","2120098, 2119955, 2119958",200 Baychester Avenue,,10475,Not found,Not found,Bronx, Not found ,536000,Enclosed Mall,"Enclosed Mall, Parking",Enclosed Mall,536000,Parking,0,,,2014,3,80,Whole Building,,,321.8,322.2,137.5,137.7,29.7,0.4,,,,,,,,,,19390737.2,193907.4,54330069.6,15923230.7,15943814.2,,,5631.1,1029.9,4601.2,,,Not found,12/14/2018,Not found
21979,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,51.1,53.9,34.6,37.3,2.5,0.3,,,,,,,,,,23566799.4,260110.1,7584514,2222893.6,2222893.6,,,1894.1,1251.7,642.3,6101,6.78,Not found,12/17/2018,Not found
21994,2664101,Pinnacle - 94-06 34th Ave,,,4014550001;4014550055,4-01455-0001;4-01455-0055,4035801;4035806,94-06 34th Avenue,,11372,Not found,Not found,Queens, Not found ,50040,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,50040,Parking,3300,,,1959,1,100,Whole Building,Whole Building,43,136.2,141.5,98.2,103.9,5.4,0.9,,,,,,,,,,3967341.7,42714.4,945589,277136.2,271862.1,,,290.8,210.7,80.1,4959.5,99.11,Not found,12/17/2018,Not found
22111,5877410,Baisley Park LL84,5877410,Baisley Park LL84,4120450001;4120510020,4-12045-0001;4-12051-0020,4435201;4440624;4440628;4440627;4261713;4435201;4440628,"125-30, 125-60, 123-65, 121-02,120-02 Sutphin Blvd",,114342300,Not found,Not found,Queens, Not found ,280000,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,280000,Parking,0,,,1982,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Not found,12/18/2018,Not found
22209,5010352,"1082_1334_1 LeFrak City Plaza, Queens-campus",5010352,"1082_1334_1 LeFrak City Plaza, Queens-campus",4019180001;4019180025,4-01918-0001; 4-01918-0025,"4047310, , 4047312, 4827256, 4827257 ",5917 JUNCTION BLVD,,11373,Not found,Not found,Queens, Not found ,516477,Office,"Office, Parking, Retail Store",Office,449283,Parking,196256,Retail Store,67194,1970,2,85,Whole Building,,,184.1,,100.2,,13.2,,,414110.4,,,,,,,,28074187.1,,23284522.1,6824302.3,6842320.7,,,3493.8,1521.9,1972,8060.8,15.61,Not found,12/18/2018,Not found
22216,6616762,"Lefrak City, Section 4, Part 1 (Melbourne and Wellington)",6616762,"Lefrak City, Section 4, Part 1 (Melbourne and Wellington)",4019180080;4019180075,4019180080; 4019180075,4047324; 4047323,9840 57 AVE,,11368,Not found,Not found,Queens, Not found ,492944,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,474944,Other,18000,,,1966,4,95,Whole Building,Whole Building,75,104.5,,71.5,,5,0.6,,,,,,,,,,26577101,277223.5,8295592.9,2431298.9,2449718,,,2142.3,1439.7,702.6,32276.9,65.48,Not found,12/18/2018,Not found
22219,6617548,"Lefrak City Section 1 (Copenhagen, London, Paris La/France, Rome)",6617548,"Lefrak City Section 1 (Copenhagen, London, Paris La/France, Rome)",4019180055;4019180050;4019180045;4019180052,4019180055; 4019180050; 4019180045; 4019180052,4047316; 4047314; 4047313; 4047315,5705 JUNCTION BLVD,,11373,Not found,Not found,Queens, Not found ,1019238,Multifamily Housing,"Multifamily Housing, Other - Education, Supermarket/Grocery Store",Multifamily Housing,990761,Supermarket/Grocery Store,16000,Other - Education,12477,1970,4,95,Whole Building,Whole Building,91,88.4,93.2,62.6,66.9,3.8,0.5,,,,,,,,,,50498402.5,548569,13257060.7,3885421.8,3918856.7,,,3805,2682.2,1122.7,28627.9,28.09,Not found,12/18/2018,Not found
22221,6616707,"Lefrak City, Section 4, Part 2 (Brisbane and Sydney)",6616707,"Lefrak City, Section 4, Part 2 (Brisbane and Sydney)",4019180072;4019180070,4019180072; 4019180070,4047322; 4846715,9830 57 AVE,,11368,Not found,Not found,Queens, Not found ,500334,Multifamily Housing,Multifamily Housing,Multifamily Housing,500334,,,,,1966,2,95,Whole Building,Whole Building,56,117.6,,81.7,,5.4,0.6,,1489903.2,,,,,,,,30239000.2,316144,9132962.9,2676718,2686232.8,,,2490.2,1716.7,773.5,26398.8,52.76,Not found,12/18/2018,Not found
22223,6649034,"Lefrak City Section 2/3, Part 2 (US and Panama)",6649034,"Lefrak City Section 2/3, Part 2 (US and Panama)",4019180067;4019180065,4019180067; 4019180065,4047320; 4047319,9728 57th Avenue,,11368,Not found,Not found,Queens, Not found ,504435,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,502869,Other,1566,,,1963,2,95,Whole Building,Whole Building,,108.6,113.8,73.6,78.2,5.3,0.6,,,,,,,,,,28056300.6,303582.6,9048498.7,2651962.9,2669837.3,,,2256.5,1490.2,766.3,30005.9,59.48,Not found,12/18/2018,Not found
22224,6649894,"Lefrak City Section 2/3, Part 1 ( Argentina, Brazil, Columbia, Peru)",6649894,"Lefrak City Section 2/3, Part 1 ( Argentina, Brazil, Columbia, Peru)",4019180108;4019180110;4019180105;4019180107,4019180108; 4019180110; 4019180105; 4019180107,4047335; 4464076; 4047333; 4047334,97-05 Horace Harding Expressway,,11368,Not found,Not found,Queens, Not found ,950278,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,949013,Other,1265,,,1965,4,95,Whole Building,Whole Building,62,115.6,120.9,78.4,83.3,5.6,0.6,,,,,,,,,,56370403.6,610396.1,18101634.9,5305285.1,5318284.2,,,4527.1,2994.1,1533,61615.4,64.84,Not found,12/18/2018,Not found
22225,6649903,"Lefrak City Section 5, Part 1 ( Mandalay & Bali/Shalimar)",6649903,"Lefrak City Section 5, Part 1 ( Mandalay & Bali/Shalimar)",4019180090;4019180085,4019180090; 4019180085,4047330; 4047328,9825 HORACE HARD EXPR,,11368,Not found,Not found,Queens, Not found ,492945,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,485368,Other,7577,,,1965,2,95,Whole Building,Whole Building,76,102.1,105.3,67.6,70.3,5.3,0.5,,,,,,,,,,24560201,258227.5,8759576.2,2567284.6,2595287.4,,,2046.4,1304.5,741.8,29910.9,60.68,Not found,12/18/2018,Not found
22226,6649037,"Lefrak City Section 2/3, Part 3 (Canada & Mexico)",6649037,"Lefrak City Section 2/3, Part 3 (Canada & Mexico)",4019180060;4019180062,4019180060; 4019180062,4047317; 4047318,9720 57 Avenue,,11373,Not found,Not found,Queens, Not found ,518844,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,512398,Other,6446,,,1963,2,95,Whole Building,Whole Building,70,106.2,111.5,71.5,76.3,5.3,0.6,,,,,,,,,,27845399.7,302813.7,9227804.8,2704514.6,2724685.7,,,2260.5,1479,781.5,29748.5,57.34,Not found,12/18/2018,Not found
22227,6649910,"Lefrak City Section 5, Part 2 (Kyoto/Ceylon & Singapore)",6649910,"Lefrak City Section 5, Part 2 (Kyoto/Ceylon & Singapore)",4019180097;4019180095,4019180097; 4019180095,4047332;4047331,9815 Horace Harding Expressway,,11368,Not found,Not found,Queens, Not found ,496112,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,494909,Other,1203,,,1962,2,95,Whole Building,Whole Building,82,95.9,99.5,61.7,65.2,5.2,0.5,,,,,,,,,,21796398.2,235476.6,8818257.9,2584483.3,2578757,,,1904.5,1157.7,746.8,29495.7,59.45,Not found,12/18/2018,Not found
22228,6649916,Ridge Leasing,6649916,Ridge Leasing,3059270031;3059270043,3059270031;3059270043,3148193; 3148194,7410 Ridge Blvd,,11209,Not found,Not found,Brooklyn, Not found ,180343,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,179256,Other,1087,,,1929,2,95,Whole Building,Whole Building,89,82.2,85.6,59.4,62.8,3.3,0.5,,,,,,,,,,8684100.3,93064,2035633.8,596610.1,592626.2,,,633.7,461.3,172.4,7237.6,40.13,Not found,12/18/2018,Not found
22492,5211556,80 NASSAU STREET & 9-15 Dutch St,,,100787503;100787504,100787503; 100787504,1001201; 1001197,80 NASSAU STREET,,10038,Not found,Not found,Manhattan, Not found ,80123,Multifamily Housing,"Convenience Store without Gas Station, Mailing Center/Post Office, Multifamily Housing, Personal Services (Health/Beauty, Dry Cleaning, etc.), Pre-school/Daycare, Restaurant, Retail Store",Multifamily Housing,67676,Pre-school/Daycare,4362,Retail Store,2600,1900,2,100,Whole Building,Whole Building,,143.6,148.4,86,91.1,8.8,0.6,,,,,,,,,,4455121.2,48881.6,2438789.6,714768.3,707283.1,,,443.2,236.6,206.5,1692.4,21.12,Not found,12/19/2018,Not found
22560,4985858,Original Campus,4985858,Original Campus,3019200001;3019190001;3019050120;3019210001;3019220001,3-01920-0001;3-01919-0001;3-01905-0120;3-01921-0001;3-01922-0001,,200 Grand Ave,,11205,Not found,Not found,Brooklyn, Not found ,900000,College/University,College/University,College/University,900000,,,,,1887,22,100,Whole Building,Whole Building,,51.1,53.9,34.6,37.3,2.5,0.3,,,,,,,,,,23566799.4,260110.1,7584514,2222893.6,2222893.6,,,1894.1,1251.7,642.3,6101,6.78,Not found,12/20/2018,Not found
22580,6413006,"St. John's University, Queens Campus",6413006,"St. John's University, Queens Campus",4070210001;4070210075,4-07021-0001;4-07021-0075,,8000 Utopia Parkway,,11439,Not found,Not found,Queens, Not found ,2332073,College/University,College/University,College/University,2332073,,,,,1957,26,100,Whole Building,Whole Building,,248.2,249.8,153.7,155.7,14.5,1,,11715509.7,,,,,,,,230781507.6,2360165.3,115946251,33981898.3,33802037.3,,,22946.8,13127.3,9819.5,74903.2,32.12,Not found,12/20/2018,Not found
22810,5211556,80 NASSAU STREET & 9-15 Dutch St,,,1000787503;1000787504,1-00078-7503; 1-00078-7504,1001201; 1001197,80 NASSAU STREET,,10038,Not found,Not found,Manhattan, Not found ,80123,Multifamily Housing,"Convenience Store without Gas Station, Mailing Center/Post Office, Multifamily Housing, Personal Services (Health/Beauty, Dry Cleaning, etc.), Pre-school/Daycare, Restaurant, Retail Store",Multifamily Housing,67676,Pre-school/Daycare,4362,Retail Store,2600,1900,2,100,Whole Building,Whole Building,,143.6,148.4,86,91.1,8.8,0.6,,,,,,,,,,4455121.2,48881.6,2438789.6,714768.3,707283.1,,,443.2,236.6,206.5,1692.4,21.12,Not found,12/20/2018,Not found
22855,5869043,Marcus Garvey: Marcus Garvey Apartments LLC,,,3035880001;3035730001;3035590001;3035740001;3035870001;3035750011;3036010026,3035880001; 3035730001; 3035590001; 3035740001; 3035870001; 3035750011; 3036010026,3338525; 4087305; 3345369; 3326497; 3081764;3326534; 3326506,247 DUMONT AVE UM,,11212,Not found,Not found,Brooklyn, Not found ,601803,Multifamily Housing,Multifamily Housing,Multifamily Housing,601803,,,,,1976,1,100,Whole Building,Whole Building,55,111.8,116.1,61.4,63.3,8.3,0.3,,,,,,,,,,19251848.4,196320.4,16299143.5,4777005.1,5008351.3,,,2402.9,1022.6,1380.4,25614,42.56,Not found,12/20/2018,Not found
22915,4035263,TKR - 65-30 108th Street,,,4021520133;4021730001,4-02152-0133;4-02173-0001,4432081;4432082;4051768,65-30 108th Street / 65-35 108th Street,,11375,Not found,Not found,Queens, Not found ,157801,Multifamily Housing,Multifamily Housing,Multifamily Housing,157801,,,,,1950,3,100,Whole Building,,97,77.7,83,58.8,63.8,2.7,0.5,,,,,,,,,,7831054.6,86227.8,1444115.3,423245.9,423245.9,,,538.2,415.9,122.3,,,Not found,12/21/2018,Not found
22916,4035264,TKR - 44-55 Kissena Boulevard,,,4051920001;4051930001,4-05192-0001;4-05193-0001,4443488;4443489;4117235,44-55 Kissena Boulevard,,11355,Not found,Not found,Queens, Not found ,204000,Multifamily Housing,Multifamily Housing,Multifamily Housing,204000,,,,,1955,3,100,Whole Building,Whole Building,32,130.5,139.1,95.4,103.6,5.1,0.9,,,,,,,,,,15940246.6,176108.4,3528805.9,1034233.7,1034233.7,,,1145.5,846.7,298.9,10709.9,52.5,Not found,12/21/2018,Not found
23045,5820610,63 and 67 Wall Street,5820610,63 and 67 Wall Street,1000270009;1000270017,1-00027-0009 ; 1-00027-0017,1000828;1000829,63 Wall Street / 67 Wall Street,,10005,Not found,Not found,Manhattan, Not found ,711091,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,666411,Office,44680,,,1921,2,100,Whole Building,Whole Building,28,144.4,148.2,77.7,81.2,10.5,0.5,,,,,,,,,,29722600.6,321855.6,25514245.4,7477796.7,7493575.4,,,3739.5,1578.7,2160.8,37275.5,52.42,Not found,12/21/2018,Not found
23104,3616399,New York University: Washington Square,3616399,New York University: Washington Square,1005350036;1005480004;1005410001;1005470001;1005320008;1005410018;1005380040;1005350001;1005520024;1005480009;1005460021;1005460026;1005470004;1005520060;1005330001;1005470026;1005520026;1005460031;1005470019;1005460035;1005460033;1005470018;1005470030;1005400014;1005350008;1005470008;1005460020;1005240066;1005460010;1005460011;1005417501;1005470015;1005387501;1005460001;1005410033;1005470014;1005460005;1005430053;1005480021;1005470005;1005470004,1005350036;1005480004;1005410001;1005470001;1005320008;1005410018;1005380040;1005350001;1005520024;1005480009;1005460021;1005460026;1005470004;1005520060;1005330001;1005470026;1005520026;1005460031;1005470019;1005460035;1005460033;1005470018;1005470030;1005400014;1005350008;1005470008;1005460020;1005240066;1005460010;1005460011;1005417501;1005470015;1005387501;1005460001;1005410033;1005470014;1005460005;1005430053;1005480021;1005470005;1005470004,,70 Washington Square S,,100122500,Not found,Not found,Manhattan, Not found ,10477571,College/University,College/University,College/University,10477571,,,,,1833,79,100,Whole Building,,,1476.5,1475.7,1377.1,1376.8,5,13.6,,35334763.7,,,,,,,,14209985834,142099858.3,183486655.4,53776856.1,52890559.5,,,772922.5,757383,15539.5,,,Not found,12/21/2018,Not found
